 ,Episode,Speaker,Dialogue,Eng_Translation,Start_Time,End_Time,Sarcasm_Label,Audio_Clip
,,"Indrani, Animesh, 
Indrani, Animesh","Ki hoyeche? , Are kichu na. Amio anekdin dhore 
bhabchilam j barite pest control ta khub joruri. Eshe to 
dekhchi tumi byabostha korei felecho. , Fajlamo koro 
na. , Are fajlamo korbo keno? , Tomay bolechilam na 
ami char jon security r byabostha korbo? Dekhi kothay 
kothay security r proyojon. ","What happened? , Oh nothing. I've been thinking for 
many days that pest control at home is very important. 
Now that I'm here, I see you've already taken care of the 
arrangements. , Don't make a fuss. , Why would I make 
a fuss? , Didn't I tell you I'd arrange for four security 
personnel? Let me see where security is needed. ",0:05:36,0:05:18,0,AudioS200705.mpeg
,,"Indrani, Animesh,
Indrani, Animesh, 
Indrani, Animesh","Ekdom na. Ami tomay barbar bolechi na, amar eshob 
bhalo lage na. Amar ekta sadharon jibon chai. Er 
mooddhe amake please jorio na! , Ta dhoro ami 
joralam na onno keu joriye fello tokhon? , Tumi acho 
ki korte? Tokhon tumi bujhbe. , Tai? , Hmm. Khabe 
cholo, esecho jokhon. , ha tumi baro ami phone ta 
dhore aschi. ha bol.","Absolutely not. I haven't told you repeatedly, but I don't 
like any of this. I want a normal life. Please, don't involve 
me in this! , But what if I don't get involved and someone 
else gets caught? , What can you do? Then you'll 
understand. , What? , Hmm. Come eat, you came when 
you wanted. , Yes, you stay, I'll bring the phone. Yes, 
speak.",0:05:16,0:04:49,0,AudioS200706.mpeg
,,"Ins. Badal, Animesh","Sir, Ravi r family k amra chere diyechi. Oke interrogate 
korchi. pullu r theke kono information, sir? , Pullu k 
bhanga ta kothin hobe. Tobe sudhu ravi ba Pullu noy, 
amar monehoy er moddhe aro boro ekta matha keu 
ache. Just maal ta k dhorte parchi na. ","Sir, we've released Ravi's family. We're interrogating 
him. Any information from Pullu, sir? , Breaking Pullu 
will be difficult. But it's not just Ravi or Pullu, I feel 
there's a bigger brain behind this. I just can't trace the 
main person yet.",0:04:48,0:04:32,0,AudioS200707.mpeg
,,"Nirjhar Singh, Guru, 
Nirjhar Singh, 
Subodh","Abe ga**u, mera tatti dekhega kya? Udhar dekh! , 
Bhaiyaji phone baaj raha hain. , Bhosrike! Tujhe ki 
jonno rekhechi? Dekh sala. , Paylagu Netaji, hum 
Sobodh. Jo apko dhamkiya de raha tha uska naam 
Pullu, jo ki Ravi Sardar k saathi hain. Aur inka ek aur 
saathi hain raju, jo aphike saath kaam karta hain Guru 
k naam se. ","Hey bastard, do you want to see my shit? Look over 
there! , Brother, the phone is ringing. , Damn it! Why did 
I keep you around? Look, you bastard. , Understood, 
Netaji, we are alert. The one who was threatening you is 
named Pullu, who is an associate of Ravi Sardar. And 
they have another associate, Raju, who works with 
them under the name Guru.",0:04:10,0:03:41,0,AudioS200708.mpeg
,,"Guru/Raju,
Nirjhar Singh,
Guru/Raju","Pullu, jail k andar se information leak ho raha hain, tu 
andar dekh. Mein bahar Nirjhar ko thikane lagata 
hun. , Abe paani la paani. , Laya, bhaiya. ","Pullu, information is being leaked from inside the jail, 
you go and check inside. I'll deal with Nirjhar outside. , 
Hey, bring water, water. , Brought it, brother.",0:03:27,0:03:19,0,AudioS200709.mpeg
,,"Nirjhar Singh,
Guru/Raju,
Nirjhar Singh","Ar party farty kichu te jabo na baba! Phone de. Kiska 
phone tha? , Pata nehi ka bol rehe the asli Netaji mil 
gaya. , Chu** pehle kyu nehi bataya? E, AC on kar! 
tu bahar nikal! Ha bol? Su***er bachha","I'm not going to any parties or nonsense, Baba! Give me 
the phone. Whose phone was it? , Don't know, who was 
talking, the real Netaji is found. , Why didn't you tell me 
this earlier, you bastard? Turn on the AC! Get out! Yes, 
speak? You son of a bitch!",0:03:06,0:02:27,0,AudioS200710.mpeg
,,Guru/Raju,"Hey! Bhosrike! teko paisa kahe dete hain? Netaji? 
Humko to h**na bhi nehi ata hain! Goli se bachna bhi 
nehi ata hain! Hum hain asli Netaji! ","Hey! You bastard! Why are they giving you money? 
Netaji? I don't even know how to curse! I don't even 
know how to dodge bullets! I am the real Netaji!",0:02:08,0:01:34,0,AudioS200711.mpeg
S2,E7,"Netaji(Real), Crowd","Humlog pakre jate hain, kyu? Police shaatir hain, 
isliye? nehi, sala humlog chu**a hain! Isliye! Pura 
duniya badal raha hain to dakati ko bhi badal na 
padega hain ki nehi? , Ji, Netaji!","Why do we get caught? Because the police are clever? 
No. Because we are f***ing idiots! That's why! The 
entire world is evolving! We robbers must evolve too! 
Right? , Yes, Bhalyaji!",0:32:28,0:32:16,0,AudioS200712.mpeg
,,"Netaji(Real), Crowd,
Netaji(Real)/Guru,
Crowd, Guru, Crowd","To abh se, dakati k waqt yeh chappal, lungi pehnna 
band. , Ji Netaji. , Kaam ke time koi daru, ganja nehi 
piyega. , Ji Netaji. , technology ka pura jaankari. , 
Ji, Netaji!","From now on, we'll no longer go to a robbery in our 
slippers & lungis. , Yes, Bhalyaji! , No one will get drunk 
or high while on the job. , Yes, Bhalyaji! , We'll learn all 
the new technology. , Yes, Bhalyaji!",0:32:15,0:32:03,0,AudioS200713.mpeg
,,"Unknown, Guru, 
Crowd, Guru, Crowd","Yeh koun hain bey? , Hatiyaron ka sahi istemal. , Ji 
Netaji! , Aur? Khauf! , Ji Netaji!","Who is he? , Learn to use arms properly. , Yes, Netaji! , 
And? Fear! , Yes, Netaji!",0:32:02,0:31:56,0,AudioS200714.mpeg
,,"Ravi, Guru, Crowd, 
Ravi, Guru, Crowd, 
Guru, Nasir","Ab shuru kahan se karein? , Bengal se. Pehle Bengal 
phir Bihar phir Uttar Pradesh, ek ek karke har jagah 
kabja korbo amra. , Bengal kyun? , Haan Bengal 
kyun? , Thoda nazuk hote hai na Bengali lok, naam
aur kaam bara karne ke liye ekdom sahi mahaul hai 
wahan. Jao aur looto! , Ji Bhaiyaji! , Nasir, ebhai idhar 
aa. , Haan bhai. , ","Where do we start from? , Bengal. First Bengal, then 
Bihar, then Uttar Pradesh. One by one we'll take over 
all of them! , Why Bengal? , Yes, why Bengal? , 
Bengalis are a bit soft, right? It's the best place to 
make a name for ourselves! Go! And start looting! , 
Yes, Bhalyaji! , Nasir, come here. , Yes, bhai... , ",0:31:52,0:31:27,0,AudioS200715.mpeg
,,"Guru, Ravi, Guru, Ravi","Nasir bhai, bomb, gola, barood, paisa jo chahiye 
maang lo sab milega. Tu is team ke saath kaam 
karega, aur Pullu jele bhitor theke pura karobar 
sambhalega. Kiske kis dokan ko lootna hai, kiske 
supari leke urana hai aur kon promoter theke taka 
tulte hobe Pullu sob thik kore debe hmmm? , Aur 
tum? , Aur hum chale netagiri karne. , Matlab? ","Nasir bhai, the bombs, guns, money... ask as much as 
you need. You will work with them. And Pullu will lead 
everything from inside the jail. Which shop to loot, 
who to murder... and which realtor to extort, Pullu will 
decide everything. Hmm? , And you? , And I will get 
into politics. , What!",0:31:19,0:30:54,0,AudioS200716.mpeg
,,"Guru, Ravi, Crowd, 
Ravi, Crowd, Guru","Kya hai na? Bengal mein sabse jyada chale politics 
aur politics maane hi power somajh? Sob dhondha 
oikhanei chalu hoye. Ekbar andar ghus gaye na, to 
upar se niche tak pura network amader hobe. Phir ye 
police ulice kanuner kono bhoy nei. Samjhe babua? , 
Haan ekdom samajh gaya. Toh abhi se shuru karte 
hai bolo Netaji! , Zindabad! , Netaji! , Zindabad!, 
Pranam!","You know, politics works really well in Bengal! And 
politics mean power! Got it? Every business starts from 
there! Once I infiltrate them... from top to bottom, the 
entire network will be our! And then we'll not have to 
fear the police or the law. Get it, kiddos? , Yes, 
completely! So let's get started! Say it... Netaji! , Long 
live! , Netaji! , Long live! , Thank You!",0:30:52,0:30:12,0,AudioS200717.mpeg
,,Kecho Khurte Kuchute,,The Hornet' Nest,0:29:12,0:29:10,N/A,N/A
,,"Male Reporter, 
Female Reporter,
Male Reporter, 
Animesh, Male 
Reporter, Animesh,
Male Reporter","Sir... sir... sir eto boro ekjon politician evabe diner aloy 
rastay khoon hoye galo, ei bishoye apni ki bolben? , 
Toh jekhane politicianra shurokhito noy sadharon 
manush ki korbe? , Tobe ki amra Poschim Banga 
chere chole jabo sir? , Dekhun kichu apodh biday 
hole Poschim Bonger bhaloi hobe... dekhi sorun 
sorun... , Sir, Sir... , Ei ar agoben na eta crime scene 
kono shooting cholche na. , Sir, Poschim Bonger 
police ki manushke shurokha ditey bortho?","Sir... sir... Sir, such a big politician is killed in broad 
daylight. Any comments? , Even our politicians aren't 
safe, how can the public be safe? , Should we all leave 
West Bengal then? , Good for West Bengal if some of 
our liabilities leave. Move. , Sir, Sir... , Don't come 
forward. This is a crime scene, not a film shoot! , Sir, is 
West Bengal police failing to protect us?",0:29:04,0:28:43,0,AudioS200718.mpeg
,,"Animesh, Ins. 
Damayanti, Animesh,
Ins. Badal, Animesh,
Ins. Badal, Ins. 
Damayanti","Ki obostha? , Sir... sob kota body post-mortem e 
pathano hoye geche, dekhe toh mone hochche 
planned murder. , Bhitorer keu involved? , Sir amar 
mone hoye onar PA, Gurur haat ache. , Maal ta 
kothay? , No trace...  ,  Ar driver o missing, ami or 
phone track korte bolechi.","What's up? , Sir. All the bodies have been sent for 
postmortem. It looks like a planned murder. , Any 
insider involved? , I think it's Guru, his PA. , Where is 
he? , No trace. And the driver is missing too. I'm 
getting his phone tracked.",0:28:42,0:28:26,0,AudioS200719.mpeg
,,"Animesh, Inspector
Geeta(Call), Animesh,
Inspector Geeta(Call),
Animesh","Tar songe Nirjhar Singh er puro call record amr chai. 
Haan, Yes, Madam. , Ki hochhe ki Animesh, puro 
opposition to khepe geche! Nirjhar Singh er murder 
er jonne ora police k blame korche. Ora headquarter 
er samne bhir koreche, they want my head now! , 
Amra chesta korchi, Madam. , Netaji k niye asho, 
nahole I have to resign, Animesh. Keep me 
updated. , Ma'am. ","I want Nirjhar Singh's call records too. Yes, madam? , 
What is this, Animesh? The opposition is really mad! 
They are blaming the police for Nirjhar's murder. 
They're outside the headquarters. They want my 
head now! , We are trying, madam. , Either capture 
Netaji, or else I have to resign, Animesh. Keep me 
updated. , Ma'am.",0:28:25,0:28:01,0,AudioS200720.mpeg
,,"Ins. Asim, Animesh, 
Ins. Asim, Animesh","Hello sir, Gurur phone track kora gise. , Gise? , Haa. , 
Cholen.","Hello, sir. We've tracked Guru's phone. , Have we? , 
Yes. , Let's go.",0:28:00,0:27:56,0,AudioS200721.mpeg
,,"Ins. Asim, Animesh,
Ins. Badal, Ins. 
Damayanti","Sir... sir mone hochche oi barito. , Ready? , Yes sir. Yes 
sir. ","Sir... Sir, I think it's that house. , Ready? , Yes, sir. Yes, 
sir. ",0:27:44,0:27:37,0,AudioS200722.mpeg
,,"Animesh, Ins. Badal, 
Ins. Asim, Ins. 
Damayanti, Animesh, 
Ins. Badal","Clear. Entry is also clear, sir. Ground cleared, sir. 
Halls's clear, sir. , Kete poreche mone hochche, tui 
ashepasher local lokder songe kotha bol. , Yes sir.","Clear. Entry is also clear, sir. Ground cleared, sir. Hall's 
clear, sir. , I think he has left. Talk to the locals 
around. , Yes, sir.",0:26:46,0:26:31,0,AudioS200723.mpeg
,,"Animesh, Barun,
Animesh, Barun, 
Animesh, Barun","Haan? , Kemon acho baba? , Bhalo achi, barir khobor 
ki? , Sob thik ache, shono na ami tomake eta bolte 
phone korlam kalka ami school theke quiz 
competition e jacchi amader TV te dekhabe. , 
Durdanto! Sudhu majhe majhe mayer songe phone-e 
jogajog rakhis baba. , Ekdom. Okay rakhchi. ","Yes? , How are you, Baba? , I'm fine, how's everything 
at home? , All good, listen, I'm calling you to tell this, 
tomorrow I'm going to a quiz competition from school, 
it'll be on our TV. , Fantastic! Just keep in touch with 
mother occasionally, Baba. , Absolutely. Okay, I will.",0:26:25,0:26:10,0,AudioS200724.mpeg
,,"Animesh, Guru, 
Animesh, Guru","Haan? , Ki Bengal Tiger... apni amake khujchen? edike 
ami apnar intezar korchi. , Kothaye? , Apnader 
adday... kafi badiya jagah hai!","So, Bengal Tiger... Looking for me? And here I am 
waiting for you! Where? , At your place! Quite a nice 
place!",0:25:32,0:25:20,0,AudioS200725.mpeg
,,"Animesh, Ins. Badal","Hello? Hello... Last number ta, Bitan ke ekta phone 
laga, ar ei number ta Bitaner phone e patha 
Whatsapp kor. , Ring hochche sir.","Hello? Hello... The last number. Call Bitan. And send 
this number to Bitan. , It's ringing.",0:25:18,0:25:07,0,AudioS200726.mpeg
,,"Ins. Bitan, Animesh, 
Ins. Bitan, Animesh, 
Ins. Bitan, Animesh, 
Ins. Bitan, Animesh, 
Ins. Bitan, Animesh","Yes sir? , Ei tor phone-e ekta number geche. , Haan 
sir. , Oi number tar current location trace kor toh, 
phone ta kothaye? , Dekhchi sir. , Taratari kor, peli? , 
Ek second sir... haan sir peyechi. , Kothaye? , Sir... sir 
nombor ta amader officer location dekhachche. , 
Office? Tar mane Guru ekhon SOG office-e.","Yes, sir? , Did you get the number? , Yes, sir. , Trace its 
current location. , Yes, sir. , Hurry up. Did you get it? , 
Just a sec, sir. Yes, sir, got it. , Where is it? , Sir... Sir, 
the location is at our office. , Office? That means Guru 
is at the SOG office right now.",0:25:04,0:24:28,0,AudioS200727.mpeg
,,"Guru, Ins. Bitan","Bhabchen ki kore elam? Thik jebhabe apnara amader 
khuje ber korechen sheibhabe. , Bhalo korechis, tor 
bondhu tor jonnoi opekhkha korche, aye.","Wondering how I came here? Just like you found me... 
The same way. , Well done. Your friend is waiting for 
you. Come.",0:23:35,0:23:24,0,AudioS200728.mpeg
,,Ins. Madhabi,Hey! ke apni? Ke? ,Hey! Who are you? Who? ,0:23:11,0:23:10,0,AudioS200729.mpeg
,,"Guru, Animesh","Raviya! Hey Raviya! , Bitan!","Ravi! Hey, Ravi! , Bitan!",0:21:01,0:20:43,0,AudioS200730.mpeg
,,"Ins. Madhabi, 
Animesh","Bitan babu r nai sir. , F**k! , Etdin bujhtei parini... ","Mr. Bitan is no more, sir. , F**k! , I never knew...",0:20:41,0:20:32,0,AudioS200731.mpeg
,,"Ins. Badal, Ins. Asim, 
Ins. Damayanti","Amra sala nijerai nijeder protection dite parchi na, 
onnoder ki protection debo? , Bitan babu... sir Bitan... 
sir... , Police hoye nijer manush guloke bachate 
parchina, ar koto jon? ar koto jon?","We can't even protect ourselves! How can we protect 
others? , Mr. Bitan... Sir, Bitan... sir... , As police 
officers, we can't even protect our own people. How 
many more? How many?",0:19:27,0:18:58,0,AudioS200732.mpeg
,,"Ins. Madhabi, 
Animesh","Sir... o sir ei Sunderban e Guru apnader blast 
koriyechilo. , Thik dekhechen apni? , Ami thik 
dekhechi sir, or oi chokh duto ami bhulbo ni ami thik 
dekhechi.","Sir... Oh, sir! This Guru was behind the bomb blast in 
the Sunderbans! , Are you sure? , I'm sure, sir! I won't 
ever forget his eyes! I'm sure!",0:18:49,0:18:31,0,AudioS200733.mpeg
,,"Ins. Badal, Animesh,
Ins. Damayanti,
Animesh","O kano marte chaibe sir ke? Gurur sathe trafficking 
racket er ki somporko? , Ek minute... Nirjhar Singher 
songhe trafficking er jogajog chilo right? , Right sir. 
Sudhu meyeder bebohar na tader bikrir takao or 
hatei ese pouchoto. Tar chara scrap, kalobazari, 
drugs nanan karbar chilo loktar. , Ami Sunderban e 
dhukate oder food chain bhenge giyechilo. Tar mane 
Guru tin nombor matha.","Why would he want to kill sir? How is Guru connected 
to the trafficking racket? , Wait... Nirjhar Singh was 
connected to the trafficking racket, right? , Right, sir. 
Not just using the women, the money from selling 
them came to him too. Other than that, scrap, black 
marketing, drugs, he had many trades. When I entered 
the Sundarbans, their food chain got disrupted. That 
means Guru is the third head!",0:18:29,0:17:59,0,AudioS200734.mpeg
,,"Ins. Damayanti, Ins.
Siddhartha, Ins. 
Damayanti, Ins. 
Siddhartha","Sir, mone ache ami apnake amar dadar kotha 
bolechilam? , Ashchi ashchi... , Siddhartha Ghosh 
chilo amar dada. Eto khon lage dorja khulte? , Are tui 
hothat ki bepar? O ma dekho tomar meye training 
chere paliye eseche.","Sir, remember, I told you about my brother? , 
Coming... , Siddhartha Ghosh was my brother. Took 
you long enough to open. , Hey! What brings you here? 
Ma, look! Your girl has run away from the training!",0:17:55,0:17:41,0,AudioS200735.mpeg
,,"Ins. Damayanti, Ins. 
Siddhatha, Mother, 
Ins. Damayanti, 
Mother, Ins. 
Siddhartha","Ei tham toh... palate jabo kano? chutite esechi. , Ki? 
chuti? o sob chuti futi bhule jao sister. , Dekhecho 
barite dhukte na dhukte bhai boner shuru kore dili. , 
Amake bolo na oke bolo, hingshute ekta jei ami bari 
esechi omni o shuru hoye galo. , Cholo khabe cholo, 
ei tumi taratari haat paa dhuye ne. , Haan? achha 
aschi... hmmm... Ma berote hobe.","Stop it! Why will I run? I'm here on vacation! , What? 
Vacation? Forget about it, sister! , You two started as 
soon as she came home! , Not me. Tell him. So 
jealous! He can't take it that I am home. , Come, have 
lunch. Go freshen up. , Yes? Okay... Coming. Hmm... 
Ma, I've to go out.",0:17:40,0:17:08,0,AudioS200736.mpeg
,,"Ins. Damayanti, 
Inspector Geeta, Ins. 
Damayanti, Inspector 
Geeta","Jake Pullu ar or dui sagret jeler baire khun kore. , 
Siddhartha was a very capable officer, he died a 
hero. ,Ma'am amar dadake jara mereche ami tader 
nijer hatey shasti dite chai. , I will do everything to 
fight the criminals. Keep in touch.","He was murdered by Pullu and his two friends outside 
the jail. , Siddhartha was a very capable officer. He 
died a hero. , Ma'am, I want to personally punish the 
ones behind my brother's death! , I will do everything 
to fight the criminals. Keep in touch.",0:16:57,0:16:22,0,AudioS200737.mpeg
,,Ins. Damayanti,"Geeta ma'am sob tai janten prothom theke, ar ami 
time to time SOG officer sob update unake dichilam. 
Pullu ke toh arrest kora holo kintu baki dujon ferar 
hoye gechilo.","Geeta ma'am knew everything from the start. And I 
used to give her all the updates from the SOG office. 
Pullu got arrested. But the two others absconded!",0:16:20,0:15:59,0,AudioS200738.mpeg
